Id,Start_Date__c,End_Date__c,Date_Last_Verified__c,Status__c,Degree_Type__c,Data_Source__c,Degree_Text__c,Major_Text__c,Index (for debugging)
a02f400000Bli2ZAAR,04/02/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2115
a02f4000006n7IhAAI,06/26/2017,09/15/2017,11/28/2018,Withdrew,Bachelor's,NSC,,,2114
a02f4000006n7IgAAI,08/01/2016,09/18/2016,11/28/2018,Transferred out,Bachelor's,NSC,,,2113
a02f4000006n7IfAAI,09/26/2012,01/28/2015,11/28/2018,Transferred out,Bachelor's,NSC,,,2112
a02f4000006n7IeAAI,08/20/2016,05/17/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2111
a02f4000006n7IiAAI,06/06/2016,07/26/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2110
a02f4000006n7IkAAI,01/17/2015,05/17/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2109
a02f4000006n7IjAAI,08/25/2012,05/22/2013,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2108
a02f400000Bli64AAB,01/08/2018,01/21/2018,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,891
a02f4000006n6gsAAA,09/22/2016,,11/28/2018,Attending,Bachelor's,NSC,,,113
a02f400000Bli3zAAB,09/26/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1581
a02f400000Bli3yAAB,08/25/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1580
a02f400000Bli7SAAR,09/28/2017,,11/28/2018,Attending,Bachelor's,NSC,,,2647
a02f4000006n7KmAAI,09/23/2015,,11/28/2018,Attending,Bachelor's,NSC,,,1780
a02f4000006n6l7AAA,09/05/2017,05/25/2018,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,358
a02f4000006n7CRAAY,09/22/2016,,11/28/2018,Attending,Bachelor's,NSC,,,334
a02f400000Bli8RAAR,06/11/2018,07/26/2018,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2357
a02f4000006n74GAAQ,08/24/2016,,11/28/2018,Attending,Bachelor's,NSC,,,2356
a02f4000006n7JtAAI,08/26/2017,05/25/2018,11/28/2018,Withdrew,Bachelor's,NSC,,,914
a02f400000BlhxCAAR,09/22/2018,,11/28/2018,Attending,Bachelor's,NSC,,,284
a02f4000006n6zBAAQ,09/14/2015,,11/28/2018,Attending,Bachelor's,NSC,,,1749
a02f400000Bli8aAAB,09/26/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2462
a02f400000Bli8ZAAR,08/25/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2461
a02f400000Bli0iAAB,08/21/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1464
a02f400000Bli4QAAR,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2262
a02f4000006n7JUAAY,09/21/2015,,11/28/2018,Attending,Bachelor's,NSC,,,1360
a02f400000Bli7rAAB,08/15/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2140
a02f4000006n730AAA,08/31/2015,02/03/2017,11/28/2018,Transferred out,Bachelor's,NSC,,,1670
a02f4000006n732AAA,04/10/2017,05/27/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1669
a02f4000006n731AAA,04/10/2017,06/29/2018,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1668
a02f4000006n7G7AAI,08/23/2017,09/08/2017,11/28/2018,Withdrew,Bachelor's,NSC,,,2447
a02f4000006n7G6AAI,08/24/2016,12/14/2016,11/28/2018,Withdrew,Bachelor's,NSC,,,2446
a02f400000BlhzvAAB,08/13/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2445
a02f400000Bli3gAAB,08/21/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1221
a02f4000006n7DpAAI,08/28/2017,05/03/2018,11/28/2018,Withdrew,Bachelor's,NSC,,,923
a02f4000006n6sPAAQ,08/31/2015,,11/28/2018,Attending,Bachelor's,NSC,,,1605
a02f4000006n7MQAAY,08/20/2012,,11/28/2018,Attending,Bachelor's,NSC,,,1851
a02f4000006n6j8AAA,08/23/2017,12/09/2017,11/28/2018,Withdrew,Bachelor's,NSC,,,1924
a02f4000006n7KtAAI,08/22/2011,12/20/2015,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,COLLABORATIVE HEALTH AND HUMAN SERVICES,781
a02f4000006n7KuAAI,06/15/2015,07/22/2015,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,780
a02f4000006n6ncAAA,08/25/2014,10/20/2014,11/28/2018,Transferred out,Bachelor's,NSC,,,2069
a02f4000006n6ndAAA,06/23/2014,,11/28/2018,Attending,Bachelor's,NSC,,,2068
a02f4000006n73ZAAQ,06/12/2017,08/03/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2374
a02f4000006n73XAAQ,01/28/2017,05/25/2018,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2373
a02f400000BlhyGAAR,08/15/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2372
a02f4000006n73YAAQ,08/18/2014,05/25/2018,11/28/2018,Graduated,Associate's or Certificate (TBD),NSC,CERTIFICATE PROGRAM,UNIVERSITY TRANSFER: CSU GE,2371
a02f400000BlhyIAAR,06/11/2018,07/19/2018,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2370
a02f400000BlhyHAAR,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2369
a02f400000Bli02AAB,08/21/2018,,11/28/2018,Attending,Bachelor's,NSC,,,988
a02f4000006n7HcAAI,06/15/2015,08/08/2015,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1679
a02f400000Bli27AAB,01/05/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1678
a02f4000006n7HbAAI,09/27/2014,06/15/2017,11/28/2018,Transferred out,Bachelor's,NSC,,,1677
a02f4000006n6oZAAQ,09/05/2017,12/21/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1961
a02f4000006n7HiAAI,08/23/2017,,11/28/2018,Attending,Bachelor's,NSC,,,41
a02f400000Bli1gAAB,08/15/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1748
a02f400000BlhydAAB,08/22/2018,,11/28/2018,Attending,Bachelor's,NSC,,,725
a02f4000006n75oAAA,01/17/2017,05/26/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1185
a02f4000006n75nAAA,06/01/2015,08/06/2015,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1184
a02f4000006n75lAAA,08/16/2017,12/13/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1183
a02f4000006n75kAAA,08/22/2016,12/13/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1182
a02f400000Bli3QAAR,09/25/2017,03/30/2018,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1181
a02f4000006n75mAAA,06/17/2013,08/10/2013,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1180
a02f4000006n75qAAA,08/29/2012,05/06/2016,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,BIOLOGY,1179
a02f4000006n75pAAA,06/30/2014,09/12/2014,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1178
a02f4000006n7CVAAY,09/25/2013,12/14/2017,11/28/2018,Graduated,Bachelor's,NSC,BS,BIOLOGICAL SCIENCE,970
a02f4000006n7CWAAY,06/15/2015,07/22/2015,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,969
a02f400000Bli5CAAR,09/25/2017,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,679
a02f4000006n7LCAAY,08/19/2017,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,95
a02f400000Bli7fAAB,08/15/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,225
a02f4000006n7PuAAI,08/22/2011,05/18/2012,11/28/2018,Transferred out,Bachelor's,NSC,,,1303
a02f4000006n7PtAAI,08/20/2012,05/23/2014,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1302
a02f400000Bli34AAB,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1807
a02f400000Bli4bAAB,09/24/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2510
a02f4000006n6t4AAA,08/24/2016,,11/28/2018,Attending,Bachelor's,NSC,,,2578
a02f4000006n7BaAAI,09/06/2017,,11/28/2018,Attending,Bachelor's,NSC,,,1319
a02f4000006n6nFAAQ,09/27/2017,,11/28/2018,Attending,Bachelor's,NSC,,,55
a02f400000Bli37AAB,09/24/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1667
a02f400000Bli7MAAR,09/24/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2348
a02f4000006n7C9AAI,08/30/2016,02/20/2018,11/28/2018,Withdrew,Bachelor's,NSC,,,1632
a02f4000006n7J2AAI,09/23/2015,,11/28/2018,Attending,Bachelor's,NSC,,,772
a02f4000006n7J3AAI,06/13/2016,07/21/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,771
a02f400000Bli5TAAR,08/22/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1785
a02f4000006n73mAAA,06/13/2016,08/04/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1688
a02f400000BlhwuAAB,01/10/2018,05/01/2018,11/28/2018,Withdrew,Bachelor's,NSC,,,1687
a02f4000006n73lAAA,08/29/2013,05/13/2017,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,ACTUARIAL MATHEMATICS,1686
a02f4000006n6k1AAA,08/27/2012,12/21/2013,11/28/2018,Transferred out,Bachelor's,NSC,,,1957
a02f4000006n6k0AAA,02/01/2016,05/27/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1956
a02f4000006n6k3AAA,09/26/2016,12/16/2016,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1955
a02f4000006n6k2AAA,04/07/2014,07/08/2014,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1954
a02f4000006n76FAAQ,08/27/2012,05/24/2013,11/28/2018,Withdrew,Bachelor's,NSC,,,831
a02f400000Bli8TAAR,08/21/2018,,11/28/2018,Attending,Bachelor's,NSC,,,987
a02f4000006n7FbAAI,08/26/2015,,11/28/2018,Attending,Bachelor's,NSC,,,2474
a02f4000006n72vAAA,09/01/2016,10/21/2016,11/28/2018,Withdrew,Bachelor's,NSC,,,1054
a02f4000006n72xAAA,08/19/2013,12/18/2013,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1053
a02f4000006n72wAAA,08/17/2011,12/19/2012,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1052
a02f4000006n6xNAAQ,08/23/2017,,11/28/2018,Attending,Bachelor's,NSC,,,1925
a02f4000006n747AAA,09/21/2016,,11/28/2018,Attending,Bachelor's,NSC,,,1997
a02f4000006n748AAA,08/20/2016,12/15/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1996
a02f400000BlhynAAB,09/04/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2149
a02f4000006n7BMAAY,09/02/2015,,11/28/2018,Attending,Bachelor's,NSC,,,2353
a02f400000Bli0pAAB,09/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,237
a02f400000Bli17AAB,08/22/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2640
a02f400000Blhx0AAB,08/20/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2887
a02f4000006n6vgAAA,01/20/2016,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,611
a02f400000Bli5SAAR,09/28/2017,,11/28/2018,Attending,Bachelor's,NSC,,,2493
a02f4000006n6xDAAQ,09/27/2017,,11/28/2018,Attending,Bachelor's,NSC,,,1774
a02f4000006n76BAAQ,08/28/2017,06/03/2018,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,271
a02f4000006n6x6AAA,08/11/2017,12/15/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,309
a02f4000006n6x5AAA,04/03/2017,06/30/2017,11/28/2018,Transferred out,Bachelor's,NSC,,,308
a02f400000BlhwzAAB,08/18/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1935
a02f400000Bli8kAAB,05/07/2018,,11/28/2018,Attending,Bachelor's,NSC,,,82
a02f4000006n6pUAAQ,08/29/2011,05/12/2016,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE IN BIOENGINEERING,BIOENGINEERING,81
a02f4000006n6pTAAQ,06/18/2012,08/11/2012,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,80
a02f4000006n6pSAAQ,06/17/2013,08/10/2013,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,79
a02f4000006n70vAAA,08/26/2015,05/13/2016,11/28/2018,Withdrew,Bachelor's,NSC,,,2681
a02f400000Bli6lAAB,07/09/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2256
a02f4000006n6uDAAQ,08/21/2017,12/22/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2255
a02f4000006n6uEAAQ,09/14/2015,,11/28/2018,Attending,Bachelor's,NSC,,,2254
a02f4000006n6uFAAQ,06/20/2016,07/28/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2253
a02f400000Bli7aAAB,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1156
a02f4000006n6yBAAQ,08/26/2013,05/16/2015,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,92
a02f4000006n6yAAAQ,08/27/2012,04/01/2013,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,91
a02f4000006n7AuAAI,09/02/2014,05/20/2018,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,THEATRE,735
a02f4000006n6i0AAA,08/23/2017,05/14/2018,11/28/2018,Withdrew,Bachelor's,NSC,,,1408
a02f400000BlhzlAAB,05/29/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2315
a02f400000BlhzmAAB,09/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2314
a02f4000006n7KaAAI,09/22/2011,03/19/2016,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,"ENVIRON SYS (ECOL,BEHAV&EVOL)",2313
a02f400000BlhznAAB,04/09/2018,05/21/2018,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2312
a02f4000006n7KcAAI,07/01/2013,09/21/2013,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2311
a02f4000006n7KbAAI,07/02/2012,09/21/2012,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2310
a02f4000006n79nAAA,08/16/2017,,11/28/2018,Attending,Bachelor's,NSC,,,141
a02f4000006n6ehAAA,08/22/2016,,11/28/2018,Attending,Bachelor's,NSC,,,1762
a02f4000006n6xfAAA,08/22/2016,,11/28/2018,Attending,Bachelor's,NSC,,,1985
a02f4000006n7BHAAY,08/22/2016,,11/28/2018,Attending,Bachelor's,NSC,,,364
a02f4000006n6l5AAA,09/07/2017,,11/28/2018,Attending,Bachelor's,NSC,,,32
a02f4000006n74HAAQ,08/16/2017,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1258
a02f4000006n6xSAAQ,09/20/2017,12/10/2017,11/28/2018,Withdrew,Bachelor's,NSC,,,1002
a02f4000006n7CDAAY,08/31/2015,,11/28/2018,Attending,Bachelor's,NSC,,,2347
a02f400000Bli6rAAB,08/22/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2567
a02f4000006n7DuAAI,08/22/2016,12/15/2017,11/28/2018,Withdrew,Bachelor's,NSC,,,1681
a02f400000BlhxHAAR,08/15/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1680
a02f4000006n6ucAAA,01/23/2017,05/19/2017,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,COMMUNICATION MAJOR,1301
a02f4000006n6ubAAA,08/29/2011,05/14/2015,11/28/2018,Withdrew,Bachelor's,NSC,,,1300
a02f4000006n76OAAQ,05/31/2016,07/05/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,995
a02f4000006n76NAAQ,06/01/2015,07/02/2015,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,994
a02f4000006n76MAAQ,08/25/2014,05/11/2018,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,COMM SCIENCES AND DISORDERS,993
a02f400000Bli7cAAB,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,992
a02f400000Bli1bAAB,08/15/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,295
a02f4000006n7GYAAY,08/29/2016,12/15/2017,11/28/2018,Transferred out,Bachelor's,NSC,,,2169
a02f400000Bli78AAB,09/24/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2168
a02f400000Bli79AAB,01/03/2018,03/16/2018,11/28/2018,Withdrew,Bachelor's,NSC,,,2167
a02f4000006n6oeAAA,09/23/2017,,11/28/2018,Attending,Bachelor's,NSC,,,1057
a02f400000Bli2aAAB,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1875
a02f400000Blhy3AAB,09/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2857
a02f400000Bli94AAB,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,286
a02f4000006n6srAAA,08/28/2017,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1888
a02f4000006n73qAAA,08/28/2017,12/16/2017,11/28/2018,Transferred out,Bachelor's,NSC,,,27
a02f400000Bli2BAAR,01/16/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,26
a02f400000Bli6XAAR,09/05/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1509
a02f4000006n7GdAAI,08/23/2012,12/14/2012,11/28/2018,Transferred out,Bachelor's,NSC,,,1945
a02f4000006n7GeAAI,01/09/2013,12/17/2016,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,PSYCHOLOGY,1944
a02f4000006n7GcAAI,05/28/2013,08/20/2013,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1943
a02f4000006n7NXAAY,08/24/2016,12/12/2016,11/28/2018,Transferred out,Bachelor's,NSC,,,1873
a02f4000006n7NYAAY,09/26/2016,03/31/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1872
a02f400000Bli2WAAR,05/25/2018,05/25/2018,11/28/2018,Graduated,Associate's,NSC,ASSOCIATE IN SCIENCE -TRANSFER,EARLY CHILDHOOD EDUCATION,1246
a02f4000006n7PSAAY,05/31/2016,05/25/2018,11/28/2018,Graduated,Associate's or Certificate (TBD),NSC,ASSOCIATE IN SCIENCE -TRANSFER,EARLY CHILDHOOD EDUCATION,1245
a02f400000Bli2VAAR,08/20/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1244
a02f4000006n6iYAAQ,08/18/2014,02/19/2015,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,644
a02f4000006n78JAAQ,06/12/2017,07/26/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,721
a02f4000006n78IAAQ,08/22/2016,12/15/2017,11/28/2018,Transferred out,Bachelor's,NSC,,,720
a02f400000Bli01AAB,01/16/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,719
a02f4000006n6kPAAQ,09/22/2016,,11/28/2018,Attending,Bachelor's,NSC,,,2117
a02f400000Bli5aAAB,09/24/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,88
a02f400000Bli5bAAB,09/25/2017,12/15/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,87
a02f4000006n6hsAAA,08/17/2016,12/16/2016,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,86
a02f400000Bli6SAAR,07/02/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2534
a02f400000Bli3EAAR,09/26/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2694
a02f400000Bli3DAAR,08/25/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2693
a02f400000Bli6pAAB,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,653
a02f4000006n6neAAA,08/29/2011,05/22/2015,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,MEDICAL SOCIOLOGY,404
a02f4000006n6ssAAA,08/17/2011,11/29/2011,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,351
a02f4000006n7CSAAY,08/26/2015,,11/28/2018,Attending,Bachelor's,NSC,,,2307
a02f4000006n7AIAAY,09/25/2017,,11/28/2018,Attending,Bachelor's,NSC,,,943
a02f4000006n6yPAAQ,06/16/2015,07/30/2015,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2487
a02f4000006n6yRAAQ,08/12/2016,12/16/2016,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2486
a02f4000006n6yOAAQ,06/04/2012,12/14/2016,11/28/2018,Transferred out,Bachelor's,NSC,,,2485
a02f4000006n6yQAAQ,08/17/2011,12/17/2011,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2484
a02f4000006n76nAAA,06/20/2016,,11/28/2018,Attending,Bachelor's,NSC,,,854
a02f4000006n7OJAAY,08/16/2017,12/08/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1926
a02f400000Bli2DAAR,08/15/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2513
a02f400000BlhyxAAB,08/25/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2873
a02f4000006n70OAAQ,01/17/2015,12/06/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2872
a02f4000006n70PAAQ,08/19/2014,01/26/2015,11/28/2018,Transferred out,Bachelor's,NSC,,,2871
a02f4000006n7A2AAI,08/29/2016,12/16/2016,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2129
a02f400000Bli4oAAB,09/17/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1041
a02f4000006n7QJAAY,08/16/2017,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,392
a02f400000Bli1YAAR,09/24/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1339
a02f4000006n7LTAAY,08/19/2014,12/18/2015,11/28/2018,Withdrew,Bachelor's,NSC,,,2859
a02f400000Bli8vAAB,01/16/2018,05/25/2018,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2858
a02f4000006n6uUAAQ,09/05/2012,09/18/2012,11/28/2018,Transferred out,Bachelor's,NSC,,,1704
a02f4000006n6uXAAQ,06/12/2017,07/30/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1703
a02f4000006n6uWAAQ,06/15/2015,04/05/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1702
a02f4000006n6uVAAQ,01/14/2013,05/26/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1701
a02f4000006n7IlAAI,09/27/2014,06/14/2018,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,PHILOSOPHY,1852
a02f4000006n6iRAAQ,06/20/2016,,11/28/2018,Attending,Bachelor's,NSC,,,2833
a02f400000Bli7tAAB,09/24/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1604
a02f4000006n7DPAAY,08/16/2017,,11/28/2018,Attending,Bachelor's,NSC,,,2844
a02f4000006n75rAAA,08/24/2016,05/26/2018,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,COMMUNICATION STUDIES,2603
a02f4000006n75sAAA,01/17/2012,05/27/2016,11/28/2018,Graduated,Associate's,NSC,ASSOCIATE IN ARTS-TRANSFER,COMMUNICATION STUDIES:CSU,2602
a02f4000006n6iSAAQ,01/17/2012,09/07/2012,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,593
a02f4000006n754AAA,08/17/2016,05/17/2018,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1429
a02f4000006n784AAA,08/31/2015,05/27/2016,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2565
a02f4000006n6jjAAA,08/21/2015,01/04/2016,11/28/2018,Transferred out,Bachelor's,NSC,,,342
a02f4000006n6jlAAA,09/26/2016,12/16/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,341
a02f4000006n6jkAAA,09/21/2015,01/05/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,340
a02f4000006n6jhAAA,02/01/2016,05/27/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,337
a02f4000006n6jiAAA,01/30/2017,05/26/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,338
a02f4000006n7J8AAI,09/21/2016,12/09/2016,11/28/2018,Transferred out,Bachelor's,NSC,,,2929
a02f4000006n7J7AAI,08/23/2017,,11/28/2018,Attending,Bachelor's,NSC,,,2928
a02f4000006n7JBAAY,06/13/2017,08/03/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2927
a02f4000006n7JAAAY,01/17/2017,05/26/2017,11/28/2018,Graduated,Associate's,NSC,ASSOCIATE IN ARTS-TRANSFER,ENGLISH:,2926
a02f4000006n7J9AAI,08/18/2014,05/27/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2925
a02f4000006n75dAAA,08/27/2014,12/17/2016,11/28/2018,Withdrew,Bachelor's,NSC,,,1078
a02f400000Blhz8AAB,09/26/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1022
a02f4000006n7QRAAY,08/24/2016,05/12/2017,11/28/2018,Withdrew,Bachelor's,NSC,,,2099
a02f4000006n7QSAAY,09/25/2017,12/15/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2098
a02f400000Bli95AAB,06/04/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1417
a02f400000Bli13AAB,09/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1904
a02f4000006n79AAAQ,08/17/2016,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,534
a02f4000006n7BzAAI,08/17/2015,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1843
a02f400000Bli4RAAR,09/24/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2146
a02f4000006n7CAAAY,08/25/2014,05/18/2018,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,THEATRE AND PERFORMANCE,2576
a02f4000006n6jTAAQ,09/04/2013,05/04/2018,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,HUMAN SERVICES/INTL AFFAIRS,59
a02f400000Bli43AAB,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,482
a02f4000006n771AAA,08/31/2015,05/05/2016,11/28/2018,Withdrew,Bachelor's,NSC,,,174
a02f400000Bli4eAAB,09/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1853
a02f400000Bli44AAB,08/15/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,757
