Id,Start_Date__c,End_Date__c,Date_Last_Verified__c,Status__c,Degree_Type__c,Data_Source__c,Degree_Text__c,Major_Text__c,Index (for debugging),Enrollment_Status__c
a02f4000006n7MIAAY,2015-09-08,2016-08-31,2019-11-18,Transferred out,Bachelor's,NSC,,,1579.0,Q
a02f4000006n7MHAAY,2014-09-02,2015-04-16,2019-11-18,Transferred out,Bachelor's,NSC,,,1578.0,
a02f4000006n7MJAAY,2016-01-04,2016-12-16,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1577.0,L
a02f4000006n7MGAAY,2015-06-16,2015-08-06,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1576.0,
a02f400000KbGePAAV,2019-09-03,,2019-11-18,Attending,Bachelor's,NSC,,,667.0,L
a02f4000006n7BXAAY,2017-09-28,,2019-11-18,Attending,Bachelor's,NSC,,,2603.0,F
a02f4000006n7GEAAY,2016-08-29,2020-08-20,2018-11-28,Graduated,Bachelor's,Coordinator Verified,BACHELOR OF ARTS,SOCIOLOGY BA,3443.0,W
a02f4000006n7I8AAI,2015-06-15,2015-09-24,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1283.0,F
a02f4000006n7I7AAI,2013-09-26,2017-06-16,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,SOCIOLOGY,1282.0,
a02f400000Bli92AAB,2018-09-27,,2019-11-18,Attending,Bachelor's,NSC,,,1914.0,H
a02f4000006n7PkAAI,2016-09-22,2018-03-23,2019-11-18,Withdrew,Bachelor's,NSC,,,1913.0,Q
a02f400000Bli6bAAB,2018-09-24,2020-01-19,2016-04-13,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,1220.0,F
a02f4000006n7DuAAI,2016-08-22,2017-12-15,2019-11-18,Withdrew,Bachelor's,NSC,,,4215.0,H
a02f400000BlhxHAAR,2018-08-15,2018-12-17,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,4214.0,H
a02f400000G1i5ZAAR,2019-01-07,,2019-11-18,Attending,Bachelor's,NSC,,,2033.0,
a02f4000006n72NAAQ,2017-08-28,2018-05-03,2019-11-18,Transferred out,Bachelor's,NSC,,,2032.0,
a02f400000iSn8qAAC,2020-08-18,,2019-11-18,Attending,Bachelor's,NSC,,,3939.0,W
a02f400000KbGbVAAV,2018-08-20,,2019-11-18,Attending,Bachelor's,NSC,,,3193.0,
a02f400000iSnBgAAK,2020-06-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3192.0,
a02f400000Bli6mAAB,2018-08-20,,2019-11-18,Attending,Bachelor's,NSC,,,357.0,
a02f400000iSnACAA0,2020-06-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,356.0,F
a02f400000KZCJNAA5,2019-06-10,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,355.0,F
a02f4000006n7NAAAY,2016-06-20,2018-06-10,2019-11-18,Transferred out,Bachelor's,NSC,,,2177.0,F
a02f400000BlhxVAAR,2018-07-02,2019-06-28,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,2178.0,
a02f400000KbGhjAAF,2019-08-21,,2019-11-18,Attending,Bachelor's,NSC,,,3958.0,W
a02f4000006n7BYAAY,2017-08-23,2019-12-19,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,BUSINESS ADMIN/HUMAN RESOURCE MANAGEMENT,1320.0,F
a02f400000KbGhOAAV,2019-09-30,,2019-11-18,Attending,Bachelor's,NSC,,,254.0,L
a02f4000006n7JeAAI,2014-09-22,2014-12-12,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1454.0,Q
a02f4000006n7JcAAI,2015-01-05,2016-06-12,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,1453.0,Q
a02f4000006n7JdAAI,2013-09-30,2014-06-13,2019-11-18,Transferred out,Bachelor's,NSC,,,1452.0,
a02f400000EtAIUAA3,2017-08-16,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2062.0,Q
a02f4000006n6wQAAQ,2016-06-13,2016-08-06,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,882.0,
a02f4000006n6wOAAQ,2014-09-02,2018-05-11,2019-11-18,Graduated,Bachelor's,NSC,BA,BIOLOGY,881.0,
a02f4000006n6wPAAQ,2016-06-06,2016-09-16,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,880.0,F
a02f4000006n7CQAAY,2016-08-29,2017-05-19,2019-11-18,Withdrew,Bachelor's,NSC,,,856.0,L
a02f400000Bli4WAAR,2018-08-27,,2019-11-18,Attending,Bachelor's,NSC,,,829.0,H
a02f4000006n7NGAAY,2016-09-17,,2019-11-18,Attending,Bachelor's,NSC,,,3756.0,H
a02f400000KZCJOAA5,2019-06-17,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1925.0,H
a02f400000KbGiXAAV,2019-08-24,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1924.0,W
a02f400000Bli6kAAB,2018-08-25,2019-05-24,2019-11-18,Transferred out,Bachelor's,NSC,,,1923.0,Q
a02f400000iSnAuAAK,2020-08-19,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,4014.0,W
a02f400000KbGaPAAV,2019-08-14,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,4013.0,Q
a02f400000iSnF6AAK,2020-08-19,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2393.0,L
a02f4000006n79gAAA,2016-08-30,2020-05-29,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,HISTORY,3881.0,W
a02f400000KZCHsAAP,2019-06-10,2019-06-11,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1116.0,
a02f400000BlhwyAAB,2018-08-20,,2019-11-18,Attending,Bachelor's,NSC,,,1115.0,F
a02f400000Blhx7AAB,2018-08-20,,2019-11-18,Attending,Bachelor's,NSC,,,3268.0,L
a02f400000Kbk7oAAB,2019-08-26,,2019-11-18,Attending,Bachelor's,NSC,,,446.0,F
a02f400000KbGhcAAF,2019-09-23,2020-06-12,2019-11-18,Graduated,Associate's,NSC,ASSOC IN ARTS & SCIENCE - DTA,LIBERAL ARTS,764.0,F
a02f400000KbGgGAAV,2019-09-03,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1682.0,F
a02f400000Bli5FAAR,2018-09-04,2018-12-20,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,1681.0,
a02f4000006n6mOAAQ,2016-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,1303.0,L
a02f400000PaNQzAAN,2020-01-13,2020-05-07,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,COMPUTER SCIENCE,3926.0,L
a02f4000006n6uOAAQ,2017-01-09,,2019-11-18,Attending,Bachelor's,NSC,,,3925.0,F
a02f4000006n6uMAAQ,2014-09-27,2016-06-09,2019-11-18,Transferred out,Bachelor's,NSC,,,3923.0,F
a02f4000006n6uNAAQ,2016-09-26,2016-12-16,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,3922.0,H
a02f400000BlhyPAAR,2018-06-11,2019-05-24,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,3924.0,H
a02f400000KbGcEAAV,2019-09-25,,2019-11-18,Attending,Bachelor's,NSC,,,3554.0,W
a02f4000006n6xfAAA,2016-08-22,2020-05-17,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,BIOLOGY,3074.0,Q
a02f400000iSnHGAA0,2020-09-04,,2019-11-18,Attending,Bachelor's,NSC,,,3073.0,F
a02f400000iSnDvAAK,2020-06-29,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,514.0,
a02f400000KbGjDAAV,2019-08-14,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,4106.0,Q
a02f400000PaNPfAAN,2020-01-13,2020-10-06,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,4105.0,F
a02f4000006n6iiAAA,2013-09-23,2014-12-12,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,3118.0,
a02f400000KbGYoAAN,2017-09-25,2017-12-15,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1556.0,Q
a02f400000KbGYrAAN,2017-09-25,2017-11-16,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1554.0,Q
a02f400000KbGYqAAN,2016-09-26,2016-12-16,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,1553.0,L
a02f400000KbGYpAAN,2018-01-17,2019-05-24,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,1555.0,F
a02f400000iSnA8AAK,2020-08-19,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1619.0,L
a02f4000006n79yAAA,2013-08-20,2013-12-13,2019-11-18,Transferred out,Bachelor's,NSC,,,585.0,Q
a02f400000PaNOjAAN,2020-01-14,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,584.0,L
a02f4000006n79xAAA,2017-01-17,2017-12-07,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,582.0,F
a02f4000006n79wAAA,2014-01-13,2014-05-23,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,581.0,H
a02f400000Bli3SAAR,2018-06-11,2018-12-10,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,583.0,F
a02f4000006n6m8AAA,2016-08-17,2020-08-14,2018-11-28,Graduated,Bachelor's,Coordinator Verified,BACHELOR OF SCIENCE,GENETICS & PLANT BIOLOGY BS,1482.0,Q
a02f400000BlhxmAAB,2018-08-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2804.0,Q
a02f400000KbGXsAAN,2019-09-23,,2019-11-18,Attending,Bachelor's,NSC,,,2991.0,
a02f400000KbGZeAAN,2019-08-14,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2425.0,F
a02f400000KbGdNAAV,2019-09-30,,2019-11-18,Attending,Bachelor's,NSC,,,3826.0,F
a02f400000iSnE8AAK,2020-08-18,,2019-11-18,Attending,Bachelor's,NSC,,,1426.0,W
a02f4000006n7OyAAI,2016-06-20,,2019-11-18,Attending,Bachelor's,NSC,,,1425.0,W
a02f400000iSnEZAA0,2020-08-19,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,939.0,Q
a02f400000iSnEYAA0,2020-06-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,938.0,Q
a02f400000KbGZKAA3,2019-08-21,,2019-11-18,Attending,Bachelor's,NSC,,,937.0,F
a02f400000Bli3IAAR,2018-08-27,,2019-11-18,Attending,Bachelor's,NSC,,,2664.0,H
a02f4000006n77GAAQ,2015-09-24,,2019-11-18,Attending,Bachelor's,NSC,,,2524.0,L
a02f4000006n74BAAQ,2017-09-05,2020-05-22,2019-11-18,Graduated,Certificate,NSC,"CERT OF ACHIEVEMENT, LEVEL III",NOT APPLICABLE,77.0,L
a02f400000iSnD4AAK,2020-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,76.0,W
a02f400000KbGbTAAV,2019-08-20,,2019-11-18,Attending,Bachelor's,NSC,,,3259.0,W
a02f400000BlhxTAAR,2018-08-15,2018-12-17,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,3267.0,
a02f400000Bli3TAAR,2018-08-27,,2019-11-18,Attending,Bachelor's,NSC,,,3343.0,H
a02f400000KbGdqAAF,2019-08-20,,2019-11-18,Attending,Bachelor's,NSC,,,2529.0,F
a02f4000006n6yVAAQ,2016-09-26,2017-03-31,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,4161.0,H
a02f4000006n6yUAAQ,2015-06-08,2016-06-02,2019-11-18,Transferred out,Bachelor's,NSC,,,4159.0,W
a02f4000006n6yWAAQ,2017-09-25,2018-12-14,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,4162.0,L
a02f4000006n7FlAAI,2016-09-17,2020-06-11,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,BIOENGINEERING,2629.0,
a02f4000006n7PDAAY,2016-08-17,2020-05-15,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,CONSERV & RESOURCE STDS BS,3775.0,L
a02f400000Bli14AAB,2018-08-20,2018-12-14,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,3774.0,
a02f4000006n6gtAAA,2017-08-16,,2019-11-18,Attending,Bachelor's,NSC,,,169.0,W
a02f400000KZCHtAAP,2019-06-17,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,168.0,
a02f400000G1i5xAAB,2019-01-14,2019-04-03,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,1327.0,L
a02f400000Bli3eAAB,2018-08-21,,2019-11-18,Attending,Bachelor's,NSC,,,2716.0,L
a02f4000006n6yeAAA,2017-08-23,,2019-11-18,Attending,Bachelor's,NSC,,,3899.0,F
a02f4000006n6euAAA,2014-08-18,2017-05-26,2019-11-18,Graduated,Associate's,NSC,ASSOCIATE IN ARTS-TRANSFER,SOCIOLOGY: CSU,4233.0,L
a02f4000006n6etAAA,2017-08-23,2017-12-12,2019-11-18,Withdrew,Bachelor's,NSC,,,4232.0,L
a02f400000iSnAbAAK,2020-06-29,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,553.0,W
a02f4000006n7KyAAI,2017-09-25,2017-12-15,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,552.0,
a02f4000006n7KxAAI,2016-09-26,2017-03-31,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,551.0,Q
a02f4000006n7KwAAI,2016-08-24,2016-12-12,2019-11-18,Transferred out,Bachelor's,NSC,,,549.0,W
a02f400000KbGXyAAN,2016-09-26,2020-09-04,2018-11-28,Graduated,Bachelor's,Coordinator Verified,BACHELOR OF ARTS,UNDERGRADUATE,1531.0,F
a02f400000G1i7PAAR,2019-01-07,2020-06-16,2019-11-18,Withdrew,Bachelor's,NSC,,,2416.0,W
a02f400000Bli6WAAR,2018-08-27,2018-08-28,2019-11-18,Transferred out,Bachelor's,NSC,,,2415.0,Q
a02f4000006n6iMAAQ,2015-08-24,2015-12-13,2019-11-18,Transferred out,Bachelor's,NSC,,,2414.0,H
a02f4000006n6iNAAQ,2016-01-20,2018-08-04,2019-11-18,Graduated,Certificate,NSC,CERTIFICATE PROGRAM,UNIVERSITY TRANSFER: CSUGE,2412.0,F
a02f400000Bli6VAAR,2018-08-15,2018-12-17,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,2413.0,L
a02f400000Bli5uAAB,2018-08-27,,2019-11-18,Attending,Bachelor's,NSC,,,1024.0,H
a02f400000iSnEPAA0,2020-06-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1023.0,Q
a02f400000PaNNdAAN,2020-01-13,,2019-11-18,Attending,Bachelor's,NSC,,,1022.0,H
a02f400000iSnELAA0,2020-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,3660.0,Q
a02f400000iSnDmAAK,2020-08-19,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2422.0,F
a02f400000PaNR3AAN,2020-01-13,2020-04-28,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,2421.0,H
a02f4000006n7CjAAI,2014-10-02,2018-06-15,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,SOCIOLOGY,2420.0,F
a02f4000006n7FKAAY,2017-09-20,,2019-11-18,Attending,Bachelor's,NSC,,,2670.0,L
a02f4000006n7BNAAY,2016-09-26,2017-03-31,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,961.0,W
a02f400000KbGisAAF,2019-08-26,,2019-11-18,Attending,Bachelor's,NSC,,,3539.0,W
a02f4000006n6rTAAQ,2015-09-14,2019-09-05,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,POLITICAL SCIENCE,2765.0,H
a02f400000PaNR6AAN,2020-01-18,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2126.0,Q
a02f400000KbGcuAAF,2019-09-23,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1114.0,Q
a02f400000KbGZ4AAN,2019-09-25,,2019-11-18,Attending,Bachelor's,NSC,,,878.0,F
a02f400000KZCGvAAP,2019-06-10,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3633.0,L
a02f400000EtfvsAAB,2018-07-02,2020-06-26,2019-11-18,Graduated,Certificate,NSC,CERTIF OF ACHIEV 45-89 QTR,SOCIOLOGY FOR TRANSFER,1428.0,
a02f4000006n7MqAAI,2013-08-28,2015-05-08,2019-11-18,Withdrew,Bachelor's,NSC,,,1795.0,
a02f4000006n7MpAAI,2017-01-18,2017-12-16,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,1794.0,
a02f400000iSnB7AAK,2020-06-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1793.0,F
a02f400000KZCGlAAP,2019-06-10,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1792.0,F
a02f4000006n6xjAAA,2016-08-29,2018-05-10,2019-11-18,Withdrew,Bachelor's,NSC,,,2814.0,L
a02f400000KbGfVAAV,2019-08-14,2019-08-21,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,490.0,F
a02f4000006n7EbAAI,2015-01-12,2018-05-25,2019-11-18,Graduated,Associate's,NSC,ASSOCIATE IN SCIENCE,ALLIED HEALTH,487.0,
a02f4000006n7EaAAI,2014-06-23,2014-09-07,2019-11-18,Transferred out,Bachelor's,NSC,,,486.0,F
a02f400000G1i6gAAB,2019-02-04,2019-03-19,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,489.0,
a02f400000Blhx5AAB,2018-08-15,2018-12-17,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,488.0,L
a02f400000KbGcxAAF,2019-09-25,,2019-11-18,Attending,Bachelor's,NSC,,,824.0,
a02f4000006n75jAAA,2015-08-31,2019-05-11,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,PSYCHOLOGY,693.0,Q
a02f4000006n6wdAAA,2016-09-22,2020-06-12,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,ANTHROPOLOGY-BS,3285.0,W
a02f4000006n7JtAAI,2017-08-26,2018-05-25,2019-11-18,Withdrew,Bachelor's,NSC,,,3315.0,
a02f4000006n7BCAAY,2016-09-19,2020-06-12,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,ENVIRONMENTAL STUDIES,3399.0,F
a02f400000KbGciAAF,2019-08-14,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,84.0,H
a02f400000Bli4XAAR,2018-09-27,,2019-11-18,Attending,Bachelor's,NSC,,,241.0,Q
a02f400000BlhxgAAB,2018-08-22,2018-12-14,2019-11-18,Withdrew,Bachelor's,NSC,,,4043.0,
a02f400000KbGZgAAN,2019-06-24,2020-11-10,2018-11-28,Withdrew,Bachelor's,Coordinator Verified,,,1308.0,H
a02f4000006n72uAAA,2016-09-19,2019-12-13,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,POLITICAL SCIENCE,45.0,W
a02f400000Bli3MAAR,2018-09-04,2018-12-20,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,44.0,F
a02f4000006n6rKAAQ,2017-08-23,,2019-11-18,Attending,Bachelor's,NSC,,,3621.0,W
a02f4000006n6zcAAA,2017-08-17,,2019-11-18,Attending,Bachelor's,NSC,,,1408.0,
a02f4000006n70PAAQ,2014-08-19,2015-01-26,2019-11-18,Transferred out,Bachelor's,NSC,,,808.0,
a02f400000PaNPrAAN,2020-01-18,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,807.0,H
a02f4000006n70OAAQ,2015-01-17,2017-12-06,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,805.0,L
a02f400000BlhyxAAB,2018-08-25,2019-05-22,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,806.0,F
a02f400000iSnC2AAK,2020-06-29,2020-10-01,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,1974.0,F
a02f400000iSnEJAA0,2020-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,15.0,F
a02f400000PaNQVAA3,2020-01-23,,2019-11-18,Attending,Bachelor's,NSC,,,3001.0,F
a02f4000006n6fuAAA,2017-08-23,2019-08-29,2019-11-18,Withdrew,Bachelor's,NSC,,,3000.0,Q
a02f4000006n6ftAAA,2015-08-20,2016-05-16,2019-11-18,Transferred out,Bachelor's,NSC,,,2999.0,H
a02f4000006n6fsAAA,2017-01-28,2017-05-26,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,2998.0,L
a02f400000KbGipAAF,2019-09-23,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3181.0,Q
a02f400000iSnGeAAK,2020-08-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2005.0,H
a02f4000006n6i5AAA,2016-08-17,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3141.0,L
a02f400000KbGcLAAV,2019-08-26,,2019-11-18,Attending,Bachelor's,NSC,,,3396.0,F
a02f400000iSn9DAAS,2020-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,1235.0,F
a02f400000Bli7lAAB,2018-08-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,4219.0,Q
a02f4000006n6p7AAA,2016-01-19,2016-05-05,2019-11-18,Withdrew,Bachelor's,NSC,,,1153.0,L
a02f4000006n6p6AAA,2015-01-20,2015-05-07,2019-11-18,Withdrew,Bachelor's,NSC,,,1152.0,L
a02f4000006n6p5AAA,2013-08-24,2013-12-12,2019-11-18,Withdrew,Bachelor's,NSC,,,1151.0,W
a02f400000Bli2UAAR,2018-10-30,2019-04-22,2019-11-18,Withdrew,Bachelor's,NSC,,,1150.0,Q
a02f4000006n6p4AAA,2017-04-18,2017-08-31,2019-11-18,Withdrew,Bachelor's,NSC,,,1149.0,Q
a02f400000KbGcaAAF,2019-09-23,,2019-11-18,Attending,Bachelor's,NSC,,,4166.0,
a02f400000EtAIFAA3,2017-08-22,,2019-11-18,Attending,Bachelor's,NSC,,,2069.0,L
a02f400000KbGckAAF,2019-08-14,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,602.0,F
a02f400000KbGcjAAF,2018-06-11,2018-07-19,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,600.0,Q
a02f400000PaNPFAA3,2020-01-13,2020-10-01,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,601.0,F
a02f4000006n7AVAAY,2017-08-21,2019-05-24,2019-11-18,Transferred out,Bachelor's,NSC,,,603.0,W
a02f400000Bli9GAAR,2018-08-16,2019-07-02,2018-11-28,Withdrew,Bachelor's,Coordinator Verified,,,1893.0,L
a02f400000KbGjlAAF,2019-09-23,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1278.0,H
a02f400000iSnHCAA0,2020-09-08,,2019-11-18,Attending,Bachelor's,NSC,,,554.0,L
a02f4000006n79rAAA,2017-08-23,2019-05-13,2019-11-18,Withdrew,Bachelor's,NSC,,,3003.0,
a02f400000iSnFzAAK,2020-08-22,,2019-11-18,Attending,Bachelor's,NSC,,,2390.0,H
a02f4000006n7IGAAY,2015-08-20,2017-05-16,2019-11-18,Withdrew,Bachelor's,NSC,,,186.0,F
a02f400000PaNPNAA3,2020-01-27,2020-04-19,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,185.0,Q
a02f4000006n6swAAA,2017-08-28,2018-05-03,2019-11-18,Transferred out,Bachelor's,NSC,,,1156.0,F
a02f400000Bli2sAAB,2018-08-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1155.0,Q
a02f4000006n76dAAA,2016-01-04,2016-03-25,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,3991.0,F
a02f4000006n76cAAA,2014-09-02,2015-08-26,2019-11-18,Transferred out,Bachelor's,NSC,,,3990.0,
a02f400000KbGgzAAF,2019-09-25,2020-07-02,2019-11-18,Withdrew,Bachelor's,NSC,,,4036.0,L
a02f400000KbGeyAAF,2019-09-25,,2019-11-18,Attending,Bachelor's,NSC,,,4016.0,W
a02f400000KbGezAAF,2019-08-24,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,4015.0,H
a02f4000006n6jcAAA,2017-08-28,2018-05-20,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1606.0,H
a02f4000006n6jbAAA,2014-08-25,2014-12-12,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,1605.0,L
a02f4000006n6jaAAA,2013-08-26,2014-02-04,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1604.0,H
a02f4000006n6jZAAQ,2014-01-27,2014-10-29,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1603.0,L
a02f4000006n6jYAAQ,2013-08-26,2013-08-29,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1602.0,
a02f400000BlhwvAAB,2018-05-29,2018-09-03,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,1601.0,H
a02f400000KbGi2AAF,2019-08-21,,2019-11-18,Attending,Bachelor's,NSC,,,3801.0,L
a02f4000006n78wAAA,2013-08-29,2015-05-17,2019-11-18,Withdrew,Bachelor's,NSC,,,461.0,L
a02f4000006n7OrAAI,2017-08-21,2017-12-12,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1089.0,
a02f4000006n7OqAAI,2014-06-16,2014-08-09,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1088.0,F
a02f4000006n7OpAAI,2014-06-09,2014-09-19,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1087.0,L
a02f4000006n7OuAAI,2013-09-23,2017-06-16,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,"MICROBIOLOGY, IMMUNOLOGY, AND MOLECULAR GENETICS",1086.0,W
a02f400000BlhxXAAR,2018-08-27,,2019-11-18,Attending,Bachelor's,NSC,,,1085.0,H
a02f4000006n7OtAAI,2017-08-28,2017-09-08,2019-11-18,Transferred out,Bachelor's,NSC,,,1084.0,
a02f400000BlhxYAAR,2018-01-16,2018-05-24,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1083.0,F
a02f4000006n7OsAAI,2015-06-15,2015-08-06,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1082.0,Q
a02f4000006n7OoAAI,2016-06-03,2016-08-12,2019-11-18,Transferred out,Bachelor's,NSC,,,1081.0,F
a02f4000006n6i0AAA,2017-08-23,2018-05-14,2019-11-18,Withdrew,Bachelor's,NSC,,,3548.0,H
a02f400000KbGhvAAF,2019-09-23,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1700.0,Q
a02f400000KbGi4AAF,2019-09-25,,2019-11-18,Attending,Bachelor's,NSC,,,869.0,Q
a02f4000006n6u1AAA,2016-09-26,2020-01-17,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,3464.0,L
a02f4000006n6u0AAA,2015-09-24,2015-12-04,2019-11-18,Withdrew,Bachelor's,NSC,,,3463.0,L
a02f400000KbGjEAAV,2019-08-19,,2019-11-18,Attending,Bachelor's,NSC,,,1739.0,L
a02f400000PaNOCAA3,2020-01-13,,2019-11-18,Attending,Bachelor's,NSC,,,2304.0,
